Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
1462000,-0.13028944,2.0385776,0.00023737935,-5.0964499468391296,1045.6666666666667,-6.686475068330765
1464000,-0.11119164,1.8931612,0.00023729664,-1.819250131258741,1596.0,-1.8678251206874847
1466000,-0.10433399,2.008502,0.00023721054,-1.8227998245420167,998.0,None
1468000,-0.1066097,2.015482,0.00023712406,-1.5952501190186013,1597.0,-1.7469500675797462
1470000,-0.11099412,2.0245469,0.00023703928,-1.993533290961447,1197.6666666666667,-2.0030000656843185
1472000,-0.11815965,2.0182335,0.00023695441,None,None,-1.9888001382350922
1474000,-0.10424143,1.9836357,0.00023686625,-1.0049166694419303,1197.6666666666667,-1.1385750584304333
1476000,-0.105400875,2.037302,0.00023678289,None,None,-0.7375999987125397
1478000,-0.08896579,1.9752364,0.0002366934,-1.4433666188075829,1197.3333333333333,-1.3578501269221306
1480000,-0.10510491,2.0336835,0.00023661077,-1.2287500865932088,1596.0,-1.421575062442571
1482000,-0.08565686,2.0362284,0.00023652473,-0.9475999353453517,998.5,None
1484000,-0.068689875,1.9122907,0.00023643808,-6.342750094918301,1318.5,-3.6451749615371227
1486000,-0.08144971,2.0288353,0.00023635353,-2.631199812196428,998.0,None
1488000,-0.09380382,2.0308418,0.00023626427,-11.365000106714433,794.0,-5.542466898759206
1490000,-0.03942721,1.9869913,0.00023618054,-1.9479499225950956,1197.3333333333333,-2.234250232577324
1492000,-0.07181756,1.9836679,0.00023609708,None,None,-1.8047997951507568
1494000,-0.06776438,2.0514483,0.00023600947,-0.9053999826622506,1197.6666666666667,-0.9570000469684601
1496000,-0.08423642,2.058292,0.00023592499,-1.4802501099184155,1596.0,-1.0798166990280151
1498000,-0.09544152,2.0035086,0.0002358394,-1.4857998535735533,998.0,None
1500000,-0.12756717,2.0394816,0.0002357539,-11.76250014215475,1558.0,-4.911366708576679
1502000,-0.1297395,1.9490241,0.00023566803,-1.8962331932464924,1198.0,-1.4495000541210175
1504000,-0.09075212,2.01706,0.00023558267,None,None,-2.119599759578705
1506000,-0.10681975,2.0430534,0.0002354961,-0.9414999879469784,1197.3333333333333,-1.1005001105368137
1508000,-0.11253962,2.0596814,0.00023541122,None,None,-0.8620000034570694
1510000,-0.1059726,2.0475435,0.00023532184,-1.6791665848577395,1197.3333333333333,-1.5387500375509262
1512000,-0.106822506,2.0042667,0.00023523977,None,None,-1.9600000381469727
1514000,-0.06889295,1.9782041,0.00023514986,-1.8578332758819063,1197.6666666666667,-1.8231500461697578
1516000,-0.05965249,2.0354645,0.00023506649,-2.099250153725734,1596.0,-2.0132250785827637
1518000,-0.09205534,2.047279,0.00023498078,-5.471966520184651,981.6666666666666,-7.021550297737122
1520000,-0.08151753,1.9817139,0.00023489686,None,None,-2.3727999925613403
1522000,-0.07153299,1.9952956,0.00023480842,-1.500066637614509,1197.6666666666667,-1.6205000542104244
1524000,-0.10324448,1.9782923,0.00023472334,-1.3505001006124076,1596.0,-1.30485001206398
1526000,-0.09318988,2.0062227,0.0002346385,-1.1307999228010885,998.0,None
1528000,-0.123785496,2.02003,0.00023455326,-1.2117500855529215,1596.0,-1.1577834337949753
1530000,-0.15333733,1.9964755,0.00023446577,-2.181016542162979,1197.3333333333333,-1.9622502624988556
1532000,-0.1785163,1.9830434,0.00023438151,-10.899250064830994,562.0,-5.160016576449077
1534000,-0.12866531,2.0597558,0.00023429615,-2.4075666009351457,1198.0,-2.4635000750422478
1536000,-0.09839725,1.9740511,0.000234211,None,None,-2.3796001076698303
