Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
1538000,-0.111339174,2.0134804,0.00023412376,-1.3894166398094967,1197.3333333333333,-1.4093250688165426
1540000,-0.09760661,2.0167544,0.00023403959,None,None,-1.349600076675415
1542000,-0.14258099,2.063666,0.0002339504,-1.9314499405251506,1197.6666666666667,-1.7667500674724579
1544000,-0.17010939,1.979833,0.00023386798,-2.059000147448387,1596.0,-2.0288667480150857
1546000,-0.1253314,2.011559,0.00023378115,-2.452799797654734,998.0,-2.4528000354766846
1548000,-0.09755727,2.0199223,0.00023369488,-2.1572501569753513,1596.0,-2.3050250858068466
1550000,-0.11241719,2.0375657,0.00023360921,-1.1651999201858416,998.0,-1.1652000546455383
1552000,-0.11869867,2.035384,0.00023352291,-1.5645001149387099,1596.0,-1.3648500898852944
1554000,-0.08479589,2.0421174,0.0002334368,-1.2241666320672568,1197.6666666666667,-1.1842500939965248
1556000,-0.11999614,2.0301363,0.00023335367,None,None,-1.3040000796318054
1558000,-0.10989189,2.0233555,0.00023326506,-2.1704832169731767,1197.6666666666667,-1.6882500275969505
1560000,-0.123405516,1.9917487,0.00023317993,-7.113125175295863,1100.0,-4.7623626589775085
1562000,-0.15092033,2.0501342,0.00023309591,-2.504999688186217,998.5,None
1564000,-0.11727368,2.0491855,0.00023301072,None,None,-2.504999727010727
1566000,-0.113574825,2.0276814,0.00023292487,-1.521250107398373,1596.5,-1.5212500095367432
1568000,-0.09426123,1.9563913,0.00023284124,-1.4387999016180402,998.0,-1.4662834604581196
1570000,-0.0914447,2.0211933,0.00023275396,-1.6207998891186435,998.0,None
1572000,-0.1107738,2.059004,0.0002326678,-1.1417500802781433,1597.0,-1.4611167460680008
1574000,-0.13977489,2.041187,0.00023257812,-1.1385833090268231,1197.6666666666667,-1.1428750539198518
1576000,-0.12951948,2.041058,0.00023249634,None,None,-1.1300000250339508
1578000,-0.1375309,2.027886,0.00023240875,-1.5187998960755067,998.0,-1.5176001191139221
1580000,-0.13840823,2.0446818,0.00023232092,-1.6931251194764627,1596.0,-1.6354167809089024
1582000,-0.14822172,2.0404172,0.0002322377,-2.2417998464225093,998.5,-2.241200029850006
1584000,-0.14207983,1.9882941,0.0002321534,None,None,-2.242400050163269
1586000,-0.13762806,2.0052097,0.00023206342,-2.3512749464352964,1297.0,-2.303750157356262
1588000,-0.12113088,2.0341635,0.00023198195,None,None,-2.398799777030945
1590000,-0.10378072,1.9634706,0.00023189529,-1.9147998568951152,998.0,None
1592000,-0.10684803,1.950003,0.00023180875,-1.9637501477263868,1596.0,-1.9392751026898623
1594000,-0.10977475,2.038432,0.00023172422,-1.5687998922949191,998.5,None
1596000,-0.15302868,2.0493798,0.00023163906,None,None,-1.5688000917434692
1598000,-0.124639414,2.0323274,0.00023155326,-1.9310001368285157,1596.5,-1.863250032067299
1600000,-0.1458281,2.0307605,0.00023146966,-2.174799846310634,998.0,-2.11611674229304
1602000,-0.15456162,2.0245302,0.00023138236,-0.9979999317147303,998.5,None
1604000,-0.12589939,1.992415,0.00023129606,-1.4040000991371926,1597.0,-1.133333350221316
1606000,-0.15665117,2.026362,0.00023120642,-1.247799973449825,1197.3333333333333,-1.2532999962568283
1608000,-0.14983134,1.9512167,0.00023112465,None,None,-1.2368000447750092
1610000,-0.15382883,1.9984086,0.00023103712,-2.129199844246614,998.0,-2.1296001076698303
1612000,-0.18738283,2.0293012,0.00023094927,-1.55262511089677,1596.0,-1.7446834743022919
1614000,-0.17787725,1.9751546,0.00023086605,-1.770399878747412,998.5,-1.7704001665115356
1616000,-0.13011229,1.9160398,0.00023078169,None,None,-1.7704001665115356
1618000,-0.11978507,2.0168133,0.00023069172,-1.4388125123732607,1297.0,-1.5916250431910157
1620000,-0.14954296,1.9799986,0.0002306103,None,None,-1.2860000431537628
1622000,-0.11629057,1.9816064,0.00023052364,-1.0291999300534371,998.5,None
1624000,-0.1067271,2.0165093,0.00023043694,-0.9648750679916702,1596.0,-0.9970375434495509
1626000,-0.11222385,2.0521886,0.0002303525,-1.4271999021730153,998.0,None
1628000,-0.1080028,2.0123036,0.00023026686,-10.838750059367158,714.0,-4.564383188883464
1630000,-0.10844271,1.9967904,0.0002301804,-1.2527499841332126,1197.6666666666667,-1.5022501647472382
1632000,-0.11075874,2.0482507,0.00023009589,None,None,-1.1280000507831573
1634000,-0.115568474,2.0410058,0.00023000657,-1.762799940945115,1197.6666666666667,-1.6546001136302948
1636000,-0.104489595,2.0058925,0.00022992438,None,None,-1.9792001247406006
1638000,-0.094242334,1.9992125,0.00022983454,-1.783499961718917,1197.3333333333333,-1.7902501001954079
1640000,-0.117701314,1.9621673,0.00022975134,-2.040000144246733,1596.0,-1.9050001055002213
1642000,-0.15432143,1.9960473,0.0002296648,-4.92016658532278,778.3333333333334,-6.335650205612183
1644000,-0.12634704,2.017273,0.00022957972,-1.985250140336575,1596.0,-2.037225056439638
1646000,-0.14398259,1.894483,0.00022949418,-2.274799758073641,998.0,-2.2751998901367188
1648000,-0.19225694,1.9650061,0.00022940808,-1.9540001481655054,1597.0,-2.1142000034451485
1650000,-0.18295932,2.0081391,0.00022932177,-1.5662499884492718,1197.3333333333333,-1.986750066280365
1652000,-0.16089737,1.993652,0.00022923856,None,None,-1.3559999912977219
1654000,-0.16873541,2.0110192,0.00022915045,-1.889266580430558,1197.6666666666667,-1.7070000916719437
1656000,-0.1512338,2.0297225,0.00022906641,-1.7770001371682156,1596.0,-1.9126000305016835
1658000,-0.14334087,2.0179007,0.00022898041,-5.259516546366892,1012.0,-11.453750222921371
1660000,-0.15326813,2.0732841,0.00022889567,None,None,-2.162400007247925
1662000,-0.14784777,2.0037086,0.00022880935,-1.7947833051342361,1198.0,-1.9927500784397125
1664000,-0.1487656,1.9962589,0.00022872457,-1.8570001313346438,1596.0,-1.7495334297418594
1666000,-0.15010831,1.9746946,0.00022863911,-2.7243997986079194,998.0,None
1668000,-0.14045924,2.0604815,0.00022855273,None,None,-2.724400222301483
1670000,-0.12583862,2.0307806,0.0002284635,-2.4900874947634293,1297.0,-2.575375199317932
1672000,-0.11687368,2.002908,0.00022838124,None,None,-2.404800057411194
1674000,-0.15301028,2.0382524,0.00022829372,-1.6835998850147007,998.5,-1.6840000748634338
1676000,-0.16193292,2.0230784,0.000228208,-1.780500126478728,1596.0,-1.7318501435220242
1678000,-0.13380022,2.0583138,0.00022812013,-0.7944166722105971,1197.3333333333333,-0.916825070977211
1680000,-0.14192992,1.9718833,0.00022803828,None,None,-0.5495999753475189
1682000,-0.10716686,2.0097702,0.00022795002,-0.8487333061542207,1197.6666666666667,-0.6650000077206641
1684000,-0.1260492,2.065049,0.00022786515,-0.7377500519214664,1596.0,-0.8729833662509918
1686000,-0.13471559,1.9829595,0.00022778011,-2.1119998135691276,998.0,None
1688000,-0.054800946,2.013266,0.0002276938,-6.797375133552123,1274.0,-4.4546876810491085
1690000,-0.110733345,1.9827548,0.00022760876,-1.736799870894174,998.0,None
1692000,-0.16663414,1.9937572,0.00022752394,None,None,-1.736800104379654
1694000,-0.11754677,1.9938889,0.00022743596,-1.1395125033232034,1297.5,-1.1666250731796026
1696000,-0.14384009,2.0326052,0.00022735246,None,None,-1.1124000698328018
1698000,-0.15053225,2.0427191,0.00022726586,-1.3619999071670463,998.0,-1.36080002784729
1700000,-0.115477845,2.074716,0.00022717974,-11.779250137187773,1467.0,-6.57122465968132
1702000,-0.14347917,2.0502625,0.00022709138,-2.451933138053088,1197.6666666666667,-2.3788999915122986
1704000,-0.13020417,1.9959272,0.0002270095,None,None,-2.5979998111724854
1706000,-0.13312653,2.051297,0.00022692146,-1.8750166031823028,1197.3333333333333,-1.9282501488924026
1708000,-0.15723935,2.0070422,0.00022683635,-1.6740001222933643,1596.0,-1.790266623099645
1710000,-0.11946267,1.9768836,0.00022675139,-1.269999913070933,998.0,None
1712000,-0.16166048,1.945038,0.00022666618,-1.681750121875666,1596.0,-1.4072500864664714
1714000,-0.17661294,2.0302415,0.00022657469,-4.059037465376605,965.0,-6.036875009536743
1716000,-0.079815,2.0064719,0.00022649516,None,None,-2.081200122833252
1718000,-0.13168857,2.0211606,0.00022640848,-1.372799905744614,998.0,None
1720000,-0.15841219,1.941143,0.00022632186,-1.338000094416202,1596.0,-1.3554000491276383
1722000,-0.14553142,2.0077488,0.00022623735,-1.8003998770436738,998.5,None
1724000,-0.14952248,1.9778724,0.00022615219,None,None,-1.8004000186920166
1726000,-0.15298335,1.9692872,0.0002260664,-2.5443751875136513,1596.5,-2.585000202059746
1728000,-0.19289893,1.9612436,0.00022598321,-2.670399720169371,998.0,-2.6148500096363327
1730000,-0.13841753,1.9661478,0.0002258947,-4.844549927394837,876.3333333333334,-6.3754251301288605
1732000,-0.133519,2.0022225,0.00022580936,None,None,-1.782800018787384
1734000,-0.14603977,1.9838617,0.00022571934,-1.4338999779623312,1197.6666666666667,-1.4790500700473785
1736000,-0.14611319,1.8838526,0.00022563574,-1.0820000762178097,1596.0,-1.2128000482916832
1738000,-0.06791036,1.8829383,0.0002255505,-1.2739999130862998,998.0,-1.2740000486373901
1740000,-0.08940153,1.921973,0.00022546462,-1.2807500902272295,1596.0,-1.2773750722408295
1742000,-0.10483474,1.9325701,0.00022537769,-1.5543999567453284,1198.0,-1.3520000502467155
1744000,-0.14301507,1.9921477,0.0002252937,-10.655500046326779,389.0,-4.655566891034444
1746000,-0.12616567,1.9917876,0.00022520652,-2.2558665592417433,1197.3333333333333,-1.9500002264976501
1748000,-0.12144601,2.00692,0.0002251231,-11.585500126704574,987.0,-5.467700252930324
1750000,-0.15260062,1.8714122,0.00022503654,-2.2215997598395916,998.0,None
1752000,-0.115842044,1.9513276,0.00022495135,-2.258250170474639,1596.0,-2.233816603819529
1754000,-0.12513095,1.9180784,0.00022486363,-1.7493999613216147,1197.6666666666667,-1.7170001193881035
1756000,-0.13599299,1.7767401,0.00022478055,None,None,-1.7656001150608063
1758000,-0.12393777,1.9691026,0.00022469403,-2.0547332648420706,1197.6666666666667,-1.9770001620054245
1760000,-0.1531065,1.9284469,0.00022460797,-1.8452501345309429,1596.0,-2.010816752910614
1762000,-0.13156027,1.922484,0.00022452259,-1.1869998749752995,998.5,-1.1863998770713806
1764000,-0.13314813,1.9261351,0.00022443758,None,None,-1.1875998675823212
1766000,-0.17212515,1.9306893,0.00022434758,-1.728162482024345,1297.25,-1.587125077843666
1768000,-0.14907932,1.9827316,0.00022426614,None,None,-1.8692000806331635
1770000,-0.13740125,1.9377404,0.00022417946,-1.3395999082567869,998.0,None
1772000,-0.16703707,1.9799044,0.00022409286,-1.539500110244262,1596.0,-1.439550045877695
1774000,-0.11326492,1.895028,0.00022400776,-1.5711998926853994,998.5,-1.5716000199317932
1776000,-0.12500884,1.9289298,0.00022392315,None,None,-1.5708000659942627
1778000,-0.18005249,1.915354,0.00022383462,-1.639233277674066,1197.3333333333333,-1.6092500686645508
1780000,-0.1844359,1.9557292,0.00022374956,-1.4787501068494748,1596.0,-1.588975053280592
1782000,-0.15151602,1.8107976,0.00022366487,-1.2515999144961825,998.5,None
1784000,-0.1327915,1.9248133,0.00022357955,-1.5345001108944416,1596.0,-1.345900058746338
1786000,-0.12529269,1.9484628,0.00022349191,-1.529683291145678,1197.3333333333333,-1.3482500240206718
1788000,-0.1095824,1.978387,0.00022340883,None,None,-1.620400071144104
1790000,-0.11147821,1.9530349,0.00022332228,-2.5379998424323276,1197.6666666666667,-2.250000223517418
1792000,-0.12830499,1.9838089,0.00022323627,-2.3147501811909024,1596.0,-2.559583137432734
1794000,-0.12294152,1.9389541,0.00022315094,-1.581199891938013,998.5,-1.5816000998020172
1796000,-0.121843226,1.9062968,0.00022306587,None,None,-1.580800086259842
1798000,-0.1178622,2.015558,0.00022297587,-1.6777249973456492,1297.25,-1.613250121474266
1800000,-0.13622853,1.8655456,0.0002228945,None,None,-1.7422001361846924
1802000,-0.16915302,1.9913601,0.0002228078,-1.7365998231834965,998.5,None
1804000,-0.12916751,1.8855634,0.00022272115,-1.7480001307703787,1596.0,-1.7422999888658524
1806000,-0.12040137,1.9737936,0.00022263602,-1.5199998789903475,998.0,-1.520400047302246
1808000,-0.12846297,1.856136,0.0002225515,None,None,-1.5196000337600708
1810000,-0.14118835,1.923231,0.00022246296,-1.911483290847779,1197.3333333333333,-1.9044251143932343
1812000,-0.13368267,2.0115297,0.00022237783,-1.9162501374667045,1596.0,-1.9209250211715698
1814000,-0.13914198,1.9933625,0.00022229309,-2.1555998237017775,998.5,None
1816000,-0.11047008,1.9963064,0.00022220789,-1.4412501054466702,1596.0,-1.9174833359817665
1818000,-0.10964117,1.9144995,0.00022212023,-1.4033499736979138,1197.3333333333333,-1.4732501432299614
1820000,-0.12608989,1.9173884,0.00022203715,None,None,-1.3684000950306654
1822000,-0.14019242,1.979851,0.00022195064,-2.391316600027494,1198.0,-2.310750111937523
1824000,-0.15903151,1.9854195,0.00022186451,-2.3712501698173583,1596.0,-2.4114835262298584
1826000,-0.1311225,1.9087032,0.00022177924,-1.5571998936502496,998.0,-1.558000087738037
1828000,-0.13268563,2.0291715,0.00022169421,None,None,-1.5564000606536865
1830000,-0.13407785,1.9537287,0.0002216042,-1.7055499854832306,1297.25,-1.6915001110173762
1832000,-0.13232943,1.8583429,0.00022152279,None,None,-1.7196000516414642
1834000,-0.11318725,1.9846423,0.00022143606,-1.3399999087268952,998.5,None
1836000,-0.1210958,1.9336959,0.00022134944,-1.3403750946599757,1596.0,-1.3401875738054514
1838000,-0.12120913,1.9910781,0.00022126442,-1.8711998711514752,998.0,-1.8700001239776611
1840000,-0.11936418,1.9031762,0.00022117981,None,None,-1.8724000453948975
1842000,-0.10970302,1.8978113,0.00022109126,-1.490966625045985,1197.6666666666667,-1.5620500706136227
1844000,-0.11054213,1.9692919,0.00022100612,-1.7845001306268387,1596.0,-1.5666500627994537
1846000,-0.082760945,1.8533462,0.00022092136,-1.5203998961223988,998.0,None
1848000,-0.10597156,1.8923804,0.00022083618,-1.2407500874833204,1596.0,-1.4271834368507068
1850000,-0.08757128,1.9237721,0.00022074846,-1.6010832428000867,1197.3333333333333,-1.3632501065731049
1852000,-0.0808464,1.8790716,0.00022066545,None,None,-1.7199999690055847
1854000,-0.10337317,1.9458272,0.00022057888,-1.8493166324430301,1198.0,-1.928750179708004
1856000,-0.12141396,1.8960944,0.00022049279,-2.102250156865921,1596.0,-1.9071500897407532
1858000,-0.1303266,1.9115677,0.00022040756,-2.8933996943815146,998.0,-2.892799973487854
1860000,-0.1389269,1.9780567,0.00022032246,None,None,-2.8940000534057617
1862000,-0.13515,1.975285,0.00022023247,-2.18131253462343,1297.5,-2.5476252287626266
1864000,-0.15171316,1.9819868,0.00022015099,None,None,-1.8150000274181366
1866000,-0.16881877,1.8392129,0.00022006429,-0.8419999427860603,998.0,None
1868000,-0.16264813,1.9620097,0.0002199777,-1.089375076815486,1596.0,-0.9656875245273113
1870000,-0.1642507,1.9450299,0.00021989271,-1.4875998984498437,998.0,-1.4880000948905945
1872000,-0.15781432,1.9220918,0.00021980813,None,None,-1.4872000813484192
1874000,-0.12513667,1.9491483,0.0002197196,-1.4842499619505058,1197.6666666666667,-1.4555751355364919
1876000,-0.14739425,1.9531119,0.00021963444,-1.4455001020105556,1596.0,-1.4935501106083393
1878000,-0.13721296,1.9843302,0.00021954972,-1.9805998647789238,998.0,None
1880000,-0.12927565,1.9791602,0.00021946453,-2.1247501500765793,1596.0,-2.0286501894394555
1882000,-0.112990245,1.9309545,0.0002193768,-1.7819499696682517,1197.6666666666667,-1.9722501263022423
1884000,-0.15303876,2.0195997,0.00021929368,None,None,-1.6868000626564026
1886000,-0.14353167,1.8727206,0.0002192071,-1.5454166193861358,1197.6666666666667,-1.4522501826286316
1888000,-0.15638083,1.9768733,0.00021912111,-1.5865001137717627,1596.0,-1.5901667773723602
1890000,-0.16476414,1.9925102,0.00021903584,-1.8391998743172735,998.0,-1.8392000198364258
1892000,-0.13942479,1.9138095,0.00021895078,None,None,-1.8392000794410706
1894000,-0.10504018,1.9966096,0.00021886076,-4.4758749984248425,1296.75,-6.921750195324421
1896000,-0.08695757,1.9620715,0.00021877936,None,None,-2.0300001204013824
1898000,-0.0951487,1.9521667,0.00021869264,-1.1099999245343497,998.0,None
1900000,-0.11265365,1.9820584,0.00021860606,-1.1922500840591965,1596.0,-1.1511250846087933
1902000,-0.123187155,1.9521755,0.00021852119,-0.8861999393120641,998.5,-0.8856000304222107
1904000,-0.12290365,2.0062215,0.00021843637,None,None,-0.8868000209331512
1906000,-0.104721285,1.9142185,0.0002183478,-2.2931331851674863,1197.3333333333333,-2.1260998733341694
1908000,-0.14285234,1.9469917,0.00021826269,-1.9655001513892785,1596.0,-2.2963500153273344
1910000,-0.11547147,1.8782268,0.00021817797,-1.7567998669983353,998.0,None
1912000,-0.13742185,2.0215921,0.00021809277,-2.0412501566461287,1596.0,-1.8516167141497135
1914000,-0.15799446,2.0115218,0.00021800507,-2.184999894244053,1197.6666666666667,-1.8950002044439316
1916000,-0.15104793,1.9764404,0.00021792203,None,None,-2.3299998939037323
1918000,-0.13029452,1.9518875,0.00021783545,-2.199516628102477,1197.6666666666667,-2.3537500500679016
1920000,-0.120562255,1.9507701,0.00021774936,-2.5365001891332213,1596.0,-2.260433475176493
1922000,-0.13330372,1.9227616,0.00021766426,-2.291199832718121,998.5,-2.2912001609802246
1924000,-0.15810215,1.9234976,0.0002175791,None,None,-2.2912001609802246
1926000,-0.17371137,2.004255,0.00021748901,-2.1240499542764155,1297.25,-2.2785002244636416
1928000,-0.1385568,1.9747791,0.00021740765,None,None,-1.9695997536182404
1930000,-0.16612908,1.9508188,0.00021732094,-1.3111998838721775,998.0,None
1932000,-0.15699556,1.9899987,0.00021723432,-1.2086250885913614,1596.0,-1.2599125429987907
1934000,-0.16772032,1.8873187,0.00021714949,-2.3031997874204535,998.5,-2.3032000064849854
1936000,-0.15521882,1.9288361,0.00021706216,-11.84975013762596,943.0,-7.076474845409393
1938000,-0.15965359,1.9607555,0.00021697706,-2.231266604164072,1197.3333333333333,-2.4870001301169395
1940000,-0.1560784,1.9672511,0.00021689324,None,None,-2.1034000515937805
1942000,-0.15731186,2.0002458,0.00021680712,-1.3327998984896112,998.5,None
1944000,-0.17694828,1.9598744,0.00021671948,-1.2677500934369164,1596.5,-1.3002750659361482
1946000,-0.16057032,1.96104,0.00021663486,-1.1911999187723268,998.0,None
1948000,-0.15625285,1.9501653,0.00021655031,None,None,-1.1912000477313995
1950000,-0.16677941,1.9610032,0.00021646143,-1.3120374958598404,1297.25,-1.2328751375898719
1952000,-0.15816963,1.9926553,0.00021637883,None,None,-1.3912000954151154
1954000,-0.14242806,1.9956727,0.00021629219,-1.796799877207377,998.5,-1.7972002029418945
1956000,-0.16566142,1.9564077,0.00021620585,-1.9680001390806865,1596.0,-1.8822001218795776
1958000,-0.15699075,1.9156115,0.00021611773,-1.9988666228406753,1197.3333333333333,-2.007000043988228
1960000,-0.14367174,2.0083292,0.00021603599,None,None,-1.994800180196762
1962000,-0.15532868,1.997798,0.00021594808,-1.6129332918596144,1197.6666666666667,-1.5540000684559345
1964000,-0.1777596,1.8741131,0.00021586269,-1.5997501132951584,1596.0,-1.6281834145387013
1966000,-0.14762957,1.9455335,0.00021577778,-1.1603999126091367,998.0,None
1968000,-0.13354592,1.9379495,0.00021569263,-1.8750001336447895,1596.0,-1.3986000741521518
1970000,-0.14952938,1.9734963,0.00021560532,-1.8272499418526422,1197.3333333333333,-1.4417500495910645
1972000,-0.14302017,1.9647987,0.00021552155,None,None,-2.0200001299381256
1974000,-0.15681481,1.9689862,0.00021543536,-2.2235998481774004,998.5,None
1976000,-0.14739883,1.9307532,0.00021534786,-2.0498751451668795,1596.5,-2.136737681925297
1978000,-0.14630017,1.9619474,0.00021526321,-1.5855998915358214,998.0,None
1980000,-0.1234339,1.9663005,0.00021517862,None,None,-1.585600107908249
1982000,-0.15779512,1.9387645,0.0002150897,-1.714662486796442,1297.5,-1.678125075995922
1984000,-0.13907662,1.8700225,0.00021500453,-11.034500092238886,649.0,-4.845633308092753
1986000,-0.15050858,1.9153259,0.00021492083,-2.7715996553888544,998.0,-2.771599769592285
1988000,-0.16736329,1.9603215,0.00021483567,None,None,-2.771599769592285
1990000,-0.15654427,1.9345376,0.00021474561,-1.2363750406948384,1297.0,-1.7307501258328557
1992000,-0.16039626,2.0189958,0.00021466425,None,None,-0.7419999837875366
1994000,-0.16877097,1.941989,0.00021457752,-1.9035998575564008,998.5,None
1996000,-0.16609354,1.9260916,0.0002144909,-1.584625113522634,1596.0,-1.7441126238554716
1998000,-0.1492447,1.9070005,0.00021440629,-1.1125999241048703,998.0,-1.1120001077651978
2000000,-0.1595635,1.9368364,0.00021432128,None,None,-1.1132000982761383
2002000,-0.15846863,1.9855322,0.00021423267,-2.1131665414335052,1197.6666666666667,-1.9909500032663345
2004000,-0.16246696,2.0138135,0.00021414754,-1.9040001453831792,1596.0,-2.130800001323223
2006000,-0.17554888,1.9903176,0.00021406282,-1.317199910088675,998.0,None
2008000,-0.15917286,1.9111074,0.00021397765,-1.2930000975320581,1596.0,-1.3091333905855815
2010000,-0.15196833,1.9053408,0.0002138899,-1.5689165880321525,1197.6666666666667,-1.1987501233816147
2012000,-0.17224753,1.8892633,0.00021380691,None,None,-1.753999948501587
2014000,-0.15391643,2.0040727,0.0002137203,-1.7267499364776693,1198.0,-1.9322501569986343
2016000,-0.15516785,1.9652255,0.00021363422,-2.0827501600724645,1596.0,-1.7769166429837544
2018000,-0.14596952,1.9765139,0.00021354915,-2.7701997414260404,998.0,-2.769600033760071
2020000,-0.16160184,1.8956219,0.00021346397,None,None,-2.770799994468689
2022000,-0.14494099,1.8676019,0.00021337398,-2.040850023862731,1297.25,-2.2975001484155655
2024000,-0.15960637,1.860239,0.0002132925,None,None,-1.7842001616954803
2026000,-0.16118911,1.9395599,0.00021320577,-1.7651998494111467,998.0,None
2028000,-0.16568457,1.9322269,0.00021311919,-1.772750128962798,1596.0,-1.7689751144498587
2030000,-0.15519401,1.9104247,0.00021303458,-1.6059998901910149,998.0,-1.6064000725746155
2032000,-0.15677476,1.97553,0.00021294963,None,None,-1.605600118637085
2034000,-0.1676083,1.9505268,0.000212861,-1.8805999153507098,1197.6666666666667,-1.8187000676989555
2036000,-0.12576112,1.9847131,0.00021277585,-1.9875001464388333,1596.0,-1.9959501028060913
2038000,-0.1799503,1.8488866,0.00021269117,-2.562999796224176,998.0,None
2040000,-0.14206015,1.9669087,0.00021260617,-7.373750173399458,1505.5,-2.539416859547297
2042000,-0.12295808,1.9048136,0.00021252046,-2.3827998279448366,998.5,-12.255249857902527
2044000,-0.13904668,1.8919024,0.0002124352,None,None,-2.3828001618385315
2046000,-0.1552568,1.8636963,0.00021234821,-1.6057499636081047,1197.6666666666667,-1.889250099658966
2048000,-0.18810669,1.9078242,0.00021226157,-1.8072501337446738,1596.0,-1.5784166951974232
2050000,-0.17085758,1.8166665,0.00021217707,-2.014799772645347,998.0,-2.0147998332977295
2052000,-0.1639266,1.9060261,0.00021209232,None,None,-2.014799952507019
2054000,-0.16211466,1.9835918,0.00021200077,-1.2755000252218451,1297.25,-1.366666781405608
2056000,-0.15352702,1.8948047,0.00021192081,None,None,-1.0020000338554382
2058000,-0.15145402,1.8553104,0.00021183371,-1.6347998886194546,998.0,None
2060000,-0.13306724,1.9154077,0.00021174648,-1.4800001044059172,1596.0,-1.557400070130825
2062000,-0.123561725,1.8800963,0.00021166266,-1.157599886195385,998.5,None
2064000,-0.13309008,1.9102215,0.00021157783,None,None,-1.1575999557971954
2066000,-0.105549395,1.9053262,0.00021148945,-1.2961624945455696,1297.0,-1.271125067025423
2068000,-0.11657785,1.919786,0.00021140644,None,None,-1.321200042963028
2070000,-0.12970284,1.8602755,0.00021132018,-2.200399808527436,998.0,None
2072000,-0.14870276,1.9794731,0.00021123978,-1.7942501316720154,1596.0,-2.065016637245814
2074000,-0.11952845,1.9285055,0.0002111547,-1.4861499723920133,1198.0,-1.7592500988394022
2076000,-0.14117602,1.977529,0.00021106353,None,None,-1.3496000170707703
2078000,-0.12969509,1.8663932,0.00021097653,-1.560599948114638,1197.6666666666667,-1.4590001106262207
2080000,-0.12776212,1.8841695,0.00021088992,-1.702250124537386,1596.0,-1.6416833698749542
2082000,-0.15925096,1.8890905,0.00021080546,-2.467999798915116,998.5,-2.4668002128601074
2084000,-0.14105543,1.9707316,0.00021072054,None,None,-2.4692001342773438
2086000,-0.14027439,1.8895906,0.000210629,-2.256550016012625,1297.0,-2.3276667495568595
2088000,-0.12181326,1.93024,0.00021054911,None,None,-2.0432000756263733
2090000,-0.10961628,1.9631221,0.00021046202,-2.08639983170724,998.0,None
2092000,-0.11050895,1.9492723,0.00021037477,-1.5903751154983183,1596.0,-1.8383875736035407
2094000,-0.103586696,1.9117001,0.00021029092,-1.241199914860772,998.5,None
2096000,-0.1137843,1.8241109,0.00021020618,None,None,-1.2412000596523285
2098000,-0.13311319,1.8681988,0.00021011777,-2.1038999986631097,1297.0,-2.052000120282173
2100000,-0.12685858,1.8604904,0.00021003476,None,None,-2.15580016374588
2102000,-0.14960986,1.944861,0.0002099485,-1.9963998593448196,998.5,None
2104000,-0.1744709,1.8905251,0.00020986806,-1.7235001221706625,1596.0,-1.9054334263006847
2106000,-0.13753551,1.9067543,0.00020978307,-1.4700666486266225,1197.6666666666667,-1.7710000723600388
2108000,-0.1102613,1.874477,0.00020969176,None,None,-1.3196000754833221
2110000,-0.13622713,1.7423153,0.00020960481,-1.582833268980418,1197.6666666666667,-1.4165001139044762
2112000,-0.13718274,1.8941156,0.00020951821,-1.5275001122208778,1596.0,-1.6198333750168483
2114000,-0.14097556,1.863702,0.00020943377,-2.325199833197985,998.5,-2.3256000876426697
2116000,-0.16540542,1.9095575,0.00020934883,None,None,-2.324800133705139
2118000,-0.1209824,1.8713936,0.00020925733,-1.8595500224109855,1297.0,-1.9538001120090485
2120000,-0.11010498,1.8655813,0.00020917747,None,None,-1.5768000483512878
2122000,-0.14419049,1.9003222,0.00020909034,-1.827999845292652,998.5,None
2124000,-0.1526018,1.9366317,0.00020900303,-1.5535001134121558,1596.0,-1.690750080626458
2126000,-0.1351632,1.9750124,0.00020891917,-1.8039998705644393,998.0,None
2128000,-0.12823817,1.8939025,0.00020883449,None,None,-1.8040001392364502
2130000,-0.1174664,1.8912348,0.00020874603,-1.8074375072319526,1297.0,-1.8788750432431698
2132000,-0.10472069,1.9292383,0.00020866301,None,None,-1.7360000014305115
2134000,-0.111962676,1.8907292,0.00020857673,-2.42319979511376,998.5,None
2136000,-0.11590336,1.811053,0.00020849639,-1.8945001386164222,1596.0,-2.246966801583767
2138000,-0.11348607,1.9478084,0.00020841145,-1.6853999717180461,1197.6666666666667,-1.843000054359436
2140000,-0.13087511,1.8509759,0.00020832008,None,None,-1.6066000908613205
2142000,-0.11785744,1.8252299,0.00020823312,-1.8285332977538928,1198.0,-1.9320000633597374
2144000,-0.09997949,2.0040429,0.00020814639,-1.9222501358017325,1596.0,-1.825283408164978
2146000,-0.07574967,1.862128,0.000208062,-1.3675999026891077,998.0,-1.3680000305175781
2148000,-0.087189615,1.9477763,0.00020797715,None,None,-1.3672000169754028
2150000,-0.13650374,1.8594855,0.00020788374,-3.5954699372930916,1061.8,-4.541249910990397
2152000,-0.15665053,1.8437555,0.0002078057,None,None,-2.1767996847629547
2154000,-0.15290223,1.8391606,0.00020771884,-2.0747997860307805,998.5,None
2156000,-0.13555522,1.8501718,0.00020763198,-2.389750186368474,1596.5,-2.232275042682886
2158000,-0.14485432,1.9073474,0.00020754775,-2.8979997928254306,998.0,None
